trader_id,machine_id,run_config_id,instance_id,run_id,run_started,run_finished,backtest_start,backtest_end,elapsed_time,iterations,total_events,total_orders,total_positions,PnL (total) (USD),PnL% (total) (USD),Max Winner (USD),Avg Winner (USD),Min Winner (USD),Min Loser (USD),Avg Loser (USD),Max Loser (USD),Expectancy (USD),Win Rate (USD),Returns Volatility (252 days),Average (Return),Average Loss (Return),Average Win (Return),Sharpe Ratio (252 days),Sortino Ratio (252 days),Profit Factor,Risk Return Ratio
BACKTEST_TRADER-001,DESKTOP-L51A3P3,,b8ca1964-d5db-4600-8cc7-59167bda600e,cfdb7e91-d869-4da3-b6b0-ae81343826af,2026-03-24 15:48:23.156293+05:30,2026-03-24 15:48:23.161586+05:30,2024-02-01 05:32:00+05:30,2024-02-01 05:33:00+05:30,60.0,21,4,2,1,0.0,0.0,,,,,,,0.0,0.0,,0.0,,,,,,
