client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20240201-000300-001-000-1,BACKTEST_TRADER-001,DemoStrategy-000,6EH4.XCME,XCME-1-001,6EH4.XCME-DemoStrategy-000,XCME-001,XCME-1-004,MARKET,SELL,1,GTC,False,False,1,TAKER,1.101,0.0,['0.00 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7667cd9c-0c01-4fef-a88a-4ea3ec0bd64e,2024-02-01 00:03:00+00:00,2024-02-01 00:03:00+00:00
O-20240201-000300-001-000-2,BACKTEST_TRADER-001,DemoStrategy-000,6EH4.XCME,XCME-1-002,6EH4.XCME-DemoStrategy-000,XCME-001,XCME-1-008,MARKET,BUY,1,GTC,False,False,1,TAKER,1.101,0.0,['0.00 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,2e023a17-a750-445d-be4d-464d63f4f6fa,2024-02-01 00:03:00+00:00,2024-02-01 00:03:00+00:00
