stream,price_type,bar_type,ts_event_ns,ts_init_ns,open,high,low,close,volume,ts_event,ts_init
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711929600000000000,1711929600000000000,1.07934,1.07937,1.07921,1.07924,73.0,2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711929600000000000,1711929600000000000,1.07932,1.07934,1.07918,1.07921,144.0,2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711936800000000000,1711936800000000000,1.07923,1.07989,1.07858,1.07866,8346.0,2024-04-01T02:00:00+00:00,2024-04-01T02:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711936800000000000,1711936800000000000,1.07921,1.07987,1.07856,1.07864,7387.0,2024-04-01T02:00:00+00:00,2024-04-01T02:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711944000000000000,1711944000000000000,1.07866,1.07915,1.07849,1.07912,6736.0,2024-04-01T04:00:00+00:00,2024-04-01T04:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711944000000000000,1711944000000000000,1.07865,1.07913,1.07847,1.07909,5138.0,2024-04-01T04:00:00+00:00,2024-04-01T04:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711951200000000000,1711951200000000000,1.07912,1.07913,1.07829,1.07856,3873.0,2024-04-01T06:00:00+00:00,2024-04-01T06:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711951200000000000,1711951200000000000,1.0791,1.07911,1.07827,1.07853,4369.0,2024-04-01T06:00:00+00:00,2024-04-01T06:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711958400000000000,1711958400000000000,1.07855,1.07924,1.07832,1.07842,5626.0,2024-04-01T08:00:00+00:00,2024-04-01T08:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711958400000000000,1711958400000000000,1.07853,1.07921,1.07829,1.0784,7208.0,2024-04-01T08:00:00+00:00,2024-04-01T08:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711965600000000000,1711965600000000000,1.07843,1.07918,1.07833,1.07865,7955.0,2024-04-01T10:00:00+00:00,2024-04-01T10:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711965600000000000,1711965600000000000,1.0784,1.07915,1.07831,1.07863,9508.0,2024-04-01T10:00:00+00:00,2024-04-01T10:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711972800000000000,1711972800000000000,1.07863,1.07879,1.07798,1.07858,7414.0,2024-04-01T12:00:00+00:00,2024-04-01T12:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711972800000000000,1711972800000000000,1.07861,1.07875,1.07796,1.07856,7667.0,2024-04-01T12:00:00+00:00,2024-04-01T12:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711980000000000000,1711980000000000000,1.07858,1.07859,1.07583,1.07597,22008.0,2024-04-01T14:00:00+00:00,2024-04-01T14:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711980000000000000,1711980000000000000,1.07857,1.07857,1.0758,1.07596,19661.0,2024-04-01T14:00:00+00:00,2024-04-01T14:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711987200000000000,1711987200000000000,1.07598,1.07609,1.07311,1.07323,37124.0,2024-04-01T16:00:00+00:00,2024-04-01T16:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711987200000000000,1711987200000000000,1.07597,1.07605,1.07309,1.07321,34350.0,2024-04-01T16:00:00+00:00,2024-04-01T16:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1711994400000000000,1711994400000000000,1.07323,1.07442,1.07313,1.07412,12301.0,2024-04-01T18:00:00+00:00,2024-04-01T18:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1711994400000000000,1711994400000000000,1.07322,1.0744,1.07312,1.0741,11553.0,2024-04-01T18:00:00+00:00,2024-04-01T18:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712001600000000000,1712001600000000000,1.07412,1.07428,1.0737,1.07423,14341.0,2024-04-01T20:00:00+00:00,2024-04-01T20:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712001600000000000,1712001600000000000,1.07411,1.07427,1.07368,1.07422,10606.0,2024-04-01T20:00:00+00:00,2024-04-01T20:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712008800000000000,1712008800000000000,1.07424,1.07452,1.07398,1.07434,6303.0,2024-04-01T22:00:00+00:00,2024-04-01T22:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712008800000000000,1712008800000000000,1.07422,1.07446,1.07374,1.07427,4968.0,2024-04-01T22:00:00+00:00,2024-04-01T22:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712016000000000000,1712016000000000000,1.07434,1.07434,1.0735,1.0735,4574.0,2024-04-02T00:00:00+00:00,2024-04-02T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712016000000000000,1712016000000000000,1.07428,1.0743,1.07347,1.07347,6073.0,2024-04-02T00:00:00+00:00,2024-04-02T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712023200000000000,1712023200000000000,1.0735,1.0739,1.07304,1.07336,19019.0,2024-04-02T02:00:00+00:00,2024-04-02T02:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712023200000000000,1712023200000000000,1.07346,1.07388,1.07302,1.07334,15930.0,2024-04-02T02:00:00+00:00,2024-04-02T02:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712030400000000000,1712030400000000000,1.07335,1.07364,1.07295,1.07296,10152.0,2024-04-02T04:00:00+00:00,2024-04-02T04:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712030400000000000,1712030400000000000,1.07334,1.07362,1.07293,1.07293,6109.0,2024-04-02T04:00:00+00:00,2024-04-02T04:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712037600000000000,1712037600000000000,1.07297,1.07351,1.07251,1.07252,6614.0,2024-04-02T06:00:00+00:00,2024-04-02T06:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712037600000000000,1712037600000000000,1.07294,1.07349,1.07249,1.0725,8526.0,2024-04-02T06:00:00+00:00,2024-04-02T06:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712044800000000000,1712044800000000000,1.07251,1.0743,1.07248,1.07344,25580.0,2024-04-02T08:00:00+00:00,2024-04-02T08:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712044800000000000,1712044800000000000,1.07249,1.07427,1.07246,1.07341,20294.0,2024-04-02T08:00:00+00:00,2024-04-02T08:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712052000000000000,1712052000000000000,1.07344,1.07432,1.07266,1.07417,23495.0,2024-04-02T10:00:00+00:00,2024-04-02T10:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712052000000000000,1712052000000000000,1.0734,1.0743,1.07264,1.07414,19175.0,2024-04-02T10:00:00+00:00,2024-04-02T10:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712059200000000000,1712059200000000000,1.07416,1.07538,1.07387,1.0753,23033.0,2024-04-02T12:00:00+00:00,2024-04-02T12:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712059200000000000,1712059200000000000,1.07414,1.07536,1.07386,1.07527,17728.0,2024-04-02T12:00:00+00:00,2024-04-02T12:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712066400000000000,1712066400000000000,1.0753,1.07684,1.07457,1.07671,24185.0,2024-04-02T14:00:00+00:00,2024-04-02T14:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712066400000000000,1712066400000000000,1.07528,1.07683,1.07455,1.07668,34114.0,2024-04-02T14:00:00+00:00,2024-04-02T14:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712073600000000000,1712073600000000000,1.07671,1.07792,1.07634,1.07695,25522.0,2024-04-02T16:00:00+00:00,2024-04-02T16:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712073600000000000,1712073600000000000,1.07669,1.0779,1.07631,1.07693,37859.0,2024-04-02T16:00:00+00:00,2024-04-02T16:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712080800000000000,1712080800000000000,1.07694,1.07704,1.07646,1.07681,7731.0,2024-04-02T18:00:00+00:00,2024-04-02T18:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712080800000000000,1712080800000000000,1.07692,1.07702,1.07644,1.07679,11125.0,2024-04-02T18:00:00+00:00,2024-04-02T18:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712088000000000000,1712088000000000000,1.07679,1.07687,1.07603,1.07677,10181.0,2024-04-02T20:00:00+00:00,2024-04-02T20:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712088000000000000,1712088000000000000,1.07678,1.07684,1.07601,1.07675,9116.0,2024-04-02T20:00:00+00:00,2024-04-02T20:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712095200000000000,1712095200000000000,1.07677,1.07756,1.0766,1.07727,5174.0,2024-04-02T22:00:00+00:00,2024-04-02T22:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712095200000000000,1712095200000000000,1.07674,1.07734,1.07657,1.07722,4729.0,2024-04-02T22:00:00+00:00,2024-04-02T22:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712102400000000000,1712102400000000000,1.07726,1.07727,1.07668,1.07677,3558.0,2024-04-03T00:00:00+00:00,2024-04-03T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712102400000000000,1712102400000000000,1.07721,1.07722,1.07666,1.07675,3977.0,2024-04-03T00:00:00+00:00,2024-04-03T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712109600000000000,1712109600000000000,1.07677,1.07738,1.0766,1.07721,6926.0,2024-04-03T02:00:00+00:00,2024-04-03T02:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712109600000000000,1712109600000000000,1.07676,1.07735,1.07658,1.07718,11104.0,2024-04-03T02:00:00+00:00,2024-04-03T02:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712116800000000000,1712116800000000000,1.07721,1.07796,1.07719,1.07761,4461.0,2024-04-03T04:00:00+00:00,2024-04-03T04:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712116800000000000,1712116800000000000,1.0772,1.07793,1.07718,1.07758,6517.0,2024-04-03T04:00:00+00:00,2024-04-03T04:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712124000000000000,1712124000000000000,1.07761,1.07782,1.07741,1.07745,7124.0,2024-04-03T06:00:00+00:00,2024-04-03T06:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712124000000000000,1712124000000000000,1.07759,1.0778,1.07739,1.07742,8674.0,2024-04-03T06:00:00+00:00,2024-04-03T06:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712131200000000000,1712131200000000000,1.07744,1.07761,1.07642,1.0771,11838.0,2024-04-03T08:00:00+00:00,2024-04-03T08:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712131200000000000,1712131200000000000,1.07742,1.07759,1.0764,1.07708,17973.0,2024-04-03T08:00:00+00:00,2024-04-03T08:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712138400000000000,1712138400000000000,1.0771,1.07775,1.07652,1.07681,10732.0,2024-04-03T10:00:00+00:00,2024-04-03T10:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712138400000000000,1712138400000000000,1.07709,1.07773,1.07651,1.07678,14046.0,2024-04-03T10:00:00+00:00,2024-04-03T10:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712145600000000000,1712145600000000000,1.0768,1.07851,1.07664,1.0785,11991.0,2024-04-03T12:00:00+00:00,2024-04-03T12:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712145600000000000,1712145600000000000,1.07679,1.07849,1.07662,1.07849,13194.0,2024-04-03T12:00:00+00:00,2024-04-03T12:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712152800000000000,1712152800000000000,1.07849,1.08133,1.07732,1.08107,35200.0,2024-04-03T14:00:00+00:00,2024-04-03T14:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712152800000000000,1712152800000000000,1.07848,1.0813,1.0773,1.08104,37906.0,2024-04-03T14:00:00+00:00,2024-04-03T14:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712160000000000000,1712160000000000000,1.08107,1.08307,1.0798,1.08261,33852.0,2024-04-03T16:00:00+00:00,2024-04-03T16:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712160000000000000,1712160000000000000,1.08106,1.08305,1.07978,1.08259,45813.0,2024-04-03T16:00:00+00:00,2024-04-03T16:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-2-HOUR-ASK-INTERNAL,1712167200000000000,1712167200000000000,1.08263,1.08364,1.08204,1.08318,16119.0,2024-04-03T18:00:00+00:00,2024-04-03T18:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-2-HOUR-BID-INTERNAL,1712167200000000000,1712167200000000000,1.08262,1.08362,1.08202,1.08317,22758.0,2024-04-03T18:00:00+00:00,2024-04-03T18:00:00+00:00
