timestamp,open,high,low,close,volume
2024-04-01T05:30:00+05:30,1.07934,1.07937,1.07921,1.07924,73.0
2024-04-01T05:45:00+05:30,1.07923,1.07965,1.07923,1.07957,1122.0
2024-04-01T06:00:00+05:30,1.07957,1.07986,1.07948,1.07975,1341.0
2024-04-01T06:15:00+05:30,1.07974,1.07989,1.07945,1.07945,697.0
2024-04-01T06:30:00+05:30,1.07945,1.07967,1.07904,1.07914,896.0
2024-04-01T06:45:00+05:30,1.07914,1.07948,1.07901,1.07939,1411.0
2024-04-01T07:00:00+05:30,1.0794,1.07944,1.07913,1.07926,1227.0
2024-04-01T07:15:00+05:30,1.07925,1.07927,1.07894,1.07894,1024.0
2024-04-01T07:30:00+05:30,1.07894,1.07897,1.07858,1.07866,628.0
2024-04-01T07:45:00+05:30,1.07866,1.07872,1.07851,1.07868,621.0
2024-04-01T08:00:00+05:30,1.07868,1.07879,1.07858,1.07874,751.0
2024-04-01T08:15:00+05:30,1.07873,1.07897,1.07871,1.07886,1179.0
2024-04-01T08:30:00+05:30,1.07887,1.07894,1.07873,1.07884,1346.0
2024-04-01T08:45:00+05:30,1.07883,1.07883,1.0785,1.07861,939.0
2024-04-01T09:00:00+05:30,1.07861,1.07874,1.07849,1.07864,860.0
2024-04-01T09:15:00+05:30,1.07864,1.07903,1.07864,1.07887,513.0
2024-04-01T09:30:00+05:30,1.07886,1.07915,1.07884,1.07912,527.0
2024-04-01T09:45:00+05:30,1.07912,1.07913,1.07872,1.07874,443.0
2024-04-01T10:00:00+05:30,1.07874,1.07875,1.07862,1.07867,339.0
2024-04-01T10:15:00+05:30,1.07868,1.07877,1.07843,1.07864,543.0
2024-04-01T10:30:00+05:30,1.07865,1.07874,1.0786,1.07867,461.0
2024-04-01T10:45:00+05:30,1.07866,1.07874,1.07848,1.0785,382.0
2024-04-01T11:00:00+05:30,1.07848,1.07853,1.07838,1.07842,293.0
2024-04-01T11:15:00+05:30,1.07841,1.07848,1.07829,1.07837,351.0
2024-04-01T11:30:00+05:30,1.07838,1.07866,1.07838,1.07856,1061.0
2024-04-01T11:45:00+05:30,1.07855,1.07874,1.07847,1.07866,891.0
2024-04-01T12:00:00+05:30,1.07865,1.07903,1.07863,1.07903,1204.0
2024-04-01T12:15:00+05:30,1.07902,1.07906,1.07875,1.0788,578.0
2024-04-01T12:30:00+05:30,1.07879,1.07885,1.07848,1.07851,751.0
2024-04-01T12:45:00+05:30,1.07851,1.07914,1.07851,1.07907,817.0
2024-04-01T13:00:00+05:30,1.07906,1.07924,1.07889,1.07902,424.0
2024-04-01T13:15:00+05:30,1.07903,1.07913,1.07873,1.07874,440.0
2024-04-01T13:30:00+05:30,1.07873,1.07873,1.07832,1.07842,521.0
2024-04-01T13:45:00+05:30,1.07843,1.07881,1.07833,1.0788,1026.0
2024-04-01T14:00:00+05:30,1.07881,1.07915,1.07878,1.07903,808.0
2024-04-01T14:15:00+05:30,1.07903,1.07918,1.07883,1.07903,1301.0
2024-04-01T14:30:00+05:30,1.07902,1.07911,1.07889,1.07908,743.0
2024-04-01T14:45:00+05:30,1.07908,1.07911,1.07876,1.07876,644.0
2024-04-01T15:00:00+05:30,1.07876,1.07899,1.07872,1.07881,1154.0
2024-04-01T15:15:00+05:30,1.0788,1.07905,1.07873,1.07882,984.0
2024-04-01T15:30:00+05:30,1.07882,1.0789,1.07859,1.07865,1295.0
2024-04-01T15:45:00+05:30,1.07863,1.07869,1.07827,1.07834,1424.0
2024-04-01T16:00:00+05:30,1.07835,1.07836,1.07808,1.07819,1113.0
2024-04-01T16:15:00+05:30,1.0782,1.07829,1.07806,1.07814,963.0
2024-04-01T16:30:00+05:30,1.07815,1.07821,1.07798,1.07816,749.0
2024-04-01T16:45:00+05:30,1.07814,1.07856,1.07801,1.07835,930.0
2024-04-01T17:00:00+05:30,1.07835,1.07848,1.07826,1.07837,283.0
2024-04-01T17:15:00+05:30,1.07838,1.07879,1.07838,1.07855,1170.0
2024-04-01T17:30:00+05:30,1.07856,1.07859,1.07838,1.07858,782.0
2024-04-01T17:45:00+05:30,1.07858,1.07859,1.07793,1.07797,979.0
2024-04-01T18:00:00+05:30,1.07796,1.0783,1.07773,1.07802,2031.0
2024-04-01T18:15:00+05:30,1.07802,1.07818,1.07774,1.07797,2922.0
2024-04-01T18:30:00+05:30,1.07798,1.07825,1.07773,1.07816,2711.0
2024-04-01T18:45:00+05:30,1.07817,1.07832,1.07793,1.07802,2938.0
2024-04-01T19:00:00+05:30,1.07802,1.07813,1.07784,1.07788,1609.0
2024-04-01T19:15:00+05:30,1.07787,1.07804,1.07764,1.07773,4539.0
2024-04-01T19:30:00+05:30,1.07772,1.07779,1.07583,1.07597,4279.0
2024-04-01T19:45:00+05:30,1.07598,1.07609,1.0745,1.07513,10006.0
2024-04-01T20:00:00+05:30,1.07512,1.07513,1.07428,1.0744,6858.0
2024-04-01T20:15:00+05:30,1.07438,1.0749,1.07396,1.07404,5983.0
2024-04-01T20:30:00+05:30,1.07404,1.07466,1.07404,1.07429,5575.0
2024-04-01T20:45:00+05:30,1.07428,1.07449,1.07396,1.07413,3099.0
2024-04-01T21:00:00+05:30,1.07412,1.07424,1.07373,1.07373,1607.0
2024-04-01T21:15:00+05:30,1.07373,1.07373,1.07324,1.07324,1912.0
2024-04-01T21:30:00+05:30,1.07323,1.07336,1.07311,1.07323,2084.0
2024-04-01T21:45:00+05:30,1.07323,1.07355,1.07313,1.07353,1462.0
2024-04-01T22:00:00+05:30,1.07352,1.07368,1.07342,1.07357,2759.0
2024-04-01T22:15:00+05:30,1.07359,1.07366,1.07344,1.07365,2023.0
2024-04-01T22:30:00+05:30,1.07365,1.07381,1.07351,1.0738,1933.0
2024-04-01T22:45:00+05:30,1.07378,1.0742,1.0737,1.07416,1245.0
2024-04-01T23:00:00+05:30,1.07415,1.07442,1.07406,1.07424,1298.0
2024-04-01T23:15:00+05:30,1.07423,1.07424,1.07402,1.07408,677.0
2024-04-01T23:30:00+05:30,1.07409,1.07422,1.074,1.07412,904.0
2024-04-01T23:45:00+05:30,1.07412,1.0742,1.07405,1.07408,1080.0
2024-04-02T00:00:00+05:30,1.07408,1.07428,1.07408,1.07411,765.0
2024-04-02T00:15:00+05:30,1.0741,1.07413,1.0737,1.07374,956.0
2024-04-02T00:30:00+05:30,1.07373,1.07395,1.07373,1.07394,2414.0
2024-04-02T00:45:00+05:30,1.07393,1.07428,1.07391,1.07415,1851.0
2024-04-02T01:00:00+05:30,1.07414,1.07423,1.074,1.07402,2297.0
2024-04-02T01:15:00+05:30,1.07401,1.07418,1.07395,1.07413,2467.0
2024-04-02T01:30:00+05:30,1.07412,1.07423,1.07402,1.07423,2511.0
2024-04-02T01:45:00+05:30,1.07424,1.07428,1.07416,1.07426,648.0
2024-04-02T02:00:00+05:30,1.07427,1.07428,1.07418,1.07421,818.0
2024-04-02T02:15:00+05:30,1.07423,1.07428,1.0742,1.07422,958.0
2024-04-02T02:30:00+05:30,1.07421,1.07441,1.07421,1.0744,723.0
2024-04-02T02:45:00+05:30,1.07447,1.07447,1.07398,1.0743,1902.0
