timestamp,open,high,low,close,volume,n_ticks,range,body,upper_wick,lower_wick,log_return,pct_return,typical_price,vwap,tr,atr_14,ema_9,ema_21,rsi_14
2024-04-01T05:30:00+05:30,1.07934,1.07937,1.07921,1.07924,73.0,1,0.00015999999999993797,9.999999999998899e-05,2.999999999997449e-05,2.999999999997449e-05,,,1.0792733333333333,1.0792733333333333,0.00015999999999993797,0.00015999999999993797,1.07924,1.07924,
2024-04-02T05:30:00+05:30,1.07923,1.07989,1.07311,1.0735,136601.0,1440,0.006780000000000008,0.005730000000000013,0.000660000000000105,0.00038999999999989043,-0.005332751380055562,-0.005318557503428356,1.0755,1.0755020154040513,0.006780000000000008,0.0006328571428570859,1.078092,1.0787181818181817,0.0
2024-04-03T05:30:00+05:30,1.0735,1.07792,1.07248,1.07677,184244.0,1440,0.005439999999999889,0.003270000000000106,0.0011499999999999844,0.0010199999999997988,0.003041480856627192,0.0030461108523522906,1.0757233333333334,1.0756290774590394,0.005439999999999889,0.0009762244897958574,1.0778276,1.078541074380165,38.02325581395394
2024-04-04T05:30:00+05:30,1.07677,1.08409,1.07642,1.08394,163680.0,1440,0.007670000000000066,0.007169999999999899,0.0001500000000000945,0.0003500000000000725,0.0066367317387246464,0.006658803644232103,1.0814833333333331,1.0776064372531458,0.007670000000000066,0.0014543513119533009,1.07905008,1.0790318858001502,67.34376472806078
2024-04-05T05:30:00+05:30,1.08395,1.08766,1.08319,1.08362,185204.0,1440,0.004469999999999974,0.00032999999999994145,0.003710000000000102,0.00042999999999993044,-0.00029526287837450694,-0.0002952192925806951,1.0848233333333335,1.0796019493920095,0.004469999999999974,0.0016697547896709203,1.0799640640000001,1.0794489870910455,65.84652577400013
2024-04-06T05:30:00+05:30,1.08362,1.08482,1.07914,1.08377,197572.0,1259,0.005679999999999907,0.00014999999999987246,0.0010499999999999954,0.0044800000000000395,0.00013841532925708435,0.000138424909100765,1.0825766666666665,1.08027953580962,0.005679999999999907,0.001956200876122991,1.0807252512,1.079841806446405,66.22558539241066
2024-04-08T05:30:00+05:30,1.08389,1.08403,1.08275,1.08287,9131.0,181,0.0012799999999999478,0.0010200000000000209,0.000140000000000029,0.00011999999999989797,-0.0008307795035303294,-0.0008304345017853265,1.0832166666666667,1.0803101334010266,0.0012799999999999478,0.0019079008135427736,1.0811542009600001,1.080117096769459,61.794040438694516
2024-04-09T05:30:00+05:30,1.08286,1.08637,1.0821,1.08621,166950.0,1440,0.004269999999999996,0.003349999999999964,0.00016000000000016001,0.0007599999999998719,0.0030796491044860867,0.003084396095560882,1.0848933333333333,1.0810434330916683,0.004269999999999996,0.0020766221840040036,1.0821653607680002,1.0806709970631447,69.85568159148404
2024-04-10T05:30:00+05:30,1.08621,1.08852,1.08478,1.08588,143604.0,1440,0.0037399999999998546,0.00032999999999994145,0.0023100000000000342,0.0010999999999998789,-0.0003038548149836652,-0.0003038086557847208,1.0863933333333333,1.0816906351888718,0.0037399999999998546,0.0021954348851465646,1.0829082886144001,1.081144542784677,68.32175864542936
2024-04-11T05:30:00+05:30,1.08588,1.08666,1.07289,1.07397,252085.0,1440,0.01377000000000006,0.011909999999999865,0.0007800000000000029,0.001080000000000192,-0.01102865543325836,-0.010968062769366682,1.07784,1.0810161457899048,0.01377000000000006,0.0030221895362075287,1.0811206308915202,1.0804923116224336,36.86169425298784
